"elapsed.time","st","date.time.y","valve","treatment","group","Methanol","Hydrogen sulfide","4-Methylphenol","Acetic acid","Butanoic acid","Pentanoic acid","Propanoic acid","Acetaldehyde","Formic acid","Methanethiol","Acetone","Trimethylamine","Dimethyl sulfide","Isoprene","Butanone","Butanedione","Phenol","4-ethyl phenol","Methyl indole"
0,2024-09-18 11:56:24.631,2024-09-18 13:27:24.944,7,"5.7","High acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2024-09-18 12:44:27.862,2024-09-18 14:15:27.592,13,"5.7","High acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2024-09-18 13:32:30.209,2024-09-18 15:03:30.261,19,"5.7","High acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2024-09-18 11:24:36.72,2024-09-18 12:55:36.506,3,"1.5","Low acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2024-09-18 12:20:26.553,2024-09-18 13:51:26.282,10,"1.5","Low acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2024-09-18 13:00:28.105,2024-09-18 14:31:28.473,15,"1.5","Low acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2024-09-18 11:08:35.628,2024-09-18 12:39:35.628,1,"Mp","Machine plot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2024-09-18 12:04:25.901,2024-09-18 13:35:25.393,8,"Mp","Machine plot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2024-09-18 12:36:27.747,2024-09-18 14:07:27.155,12,"Mp","Machine plot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2024-09-18 13:24:29.27,2024-09-18 14:55:29.803,18,"Mp","Machine plot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2024-09-18 11:32:36.451,2024-09-18 13:03:36.949,4,"2.9","Medium acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2024-09-18 12:28:26.68,2024-09-18 13:59:26.72,11,"2.9","Medium acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2024-09-18 13:16:29.19,2024-09-18 14:47:29.357,17,"2.9","Medium acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2024-09-18 11:16:36.69,2024-09-18 12:47:36.071,2,"0-bp","No acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2024-09-18 11:48:24.272,2024-09-18 13:19:24.485,6,"0-bp","No acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2024-09-18 12:52:28.576,2024-09-18 14:23:28.034,14,"0-bp","No acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2024-09-18 14:28:20.302,2024-09-18 15:59:20.034,7,"5.7","High acid",0,708.207776157943,47.6142578862742,1084.63100777605,276.824372564213,127.85279021639,233.762128960023,3.78217228761544,9.47296561280491,0.39542984000591,0.101179284593223,3.52916703382238,8.25226264138171,1.75199783212248,23.0254204895977,16.2506615414264,13.393330335309,6.32375223782663,0.16077189647877
3,2024-09-18 15:16:22.703,2024-09-18 16:47:22.716,13,"5.7","High acid",18.2798628110435,277.37871804975,18.8808994093704,543.373496906741,132.852907662723,66.2389726248335,172.835442881581,28.9786004981143,6.06789927957844,0.265370968946268,0.0698191353778589,2.76166480004764,5.72276943624196,2.24390678639021,11.1040374848019,21.8692651578811,6.32901687314685,2.61981109951398,0.646341569091711
3,2024-09-18 16:04:25.769,2024-09-18 17:35:25.414,19,"5.7","High acid",40.5925959656419,10.3664874947481,15.5607128905053,545.845247965588,121.18735752876,57.0529035256353,180.510273503439,55.0036071338845,4.81803457639056,0.0985210215035732,0.0711514607218006,2.66767393343387,7.47253683087374,2.56657786566289,12.5272769396948,10.6233449541844,6.47671542443569,2.24448239615346,0.228091901915552
3,2024-09-18 13:56:31.408,2024-09-18 15:27:31.602,3,"1.5","Low acid",34.0867761474105,573.094616393923,37.802202722225,342.339305645587,69.3602756935504,35.5412617471587,130.937834705133,71.3988119231964,5.91270438641376,0.834786599319953,0.293987623172927,3.33622589396627,13.747664862678,1.49859850885646,11.5116722215011,5.62399374928669,9.41017365337235,5.1604860886024,0.302282889809172
3,2024-09-18 14:52:21.555,2024-09-18 16:23:21.368,10,"1.5","Low acid",17.9549445036336,429.906110862482,22.316775121976,242.187161862702,57.394396105239,34.4636327948164,80.8012768815635,19.2393748099011,4.19641938907765,0.616751628353884,0.170022321270734,1.99478119397248,5.15245341786739,1.88019482863151,8.23621245404597,11.6860477099784,6.05382494479542,4.16936232507046,0.00558858304281777
3,2024-09-18 15:32:23.654,2024-09-18 17:03:23.612,15,"1.5","Low acid",21.3259772895775,215.024481555667,19.1562068971457,252.662482235022,57.319523589979,32.1068023214548,91.4232993806724,36.2791266097757,4.10430128050906,0.37671699141712,0.00171435415975219,1.40950220832216,10.0233909950109,2.36765212246625,10.941081850239,17.4358309397127,5.88622629289038,3.30378366181315,0.126319391855997
3,2024-09-18 13:40:30.404,2024-09-18 15:11:30.707,1,"Mp","Machine plot",45.8003003390399,9.19769452870242,66.2680223994859,408.717773192855,88.6810180773972,43.511854690756,173.089718659526,43.1533828006156,6.74517172502345,0.179393406893415,0.169814017746301,4.22110380933037,4.54351831442,1.18497596463839,26.0806427843343,6.43783002929086,19.1618471651997,8.24140995023352,0.363213938396555
3,2024-09-18 14:36:20.144,2024-09-18 16:07:20.483,8,"Mp","Machine plot",0,7.72137547921714,36.5165785407642,422.893397066305,124.819207958752,61.1483654066364,111.605832698691,3.81801483583402,6.11620492551427,0.212525679351478,0.138018534325728,3.94237816202254,10.7019381471457,2.0050863581486,24.7225886387115,17.0229019777302,9.71802656581906,4.74222081782459,0.314163815812399
3,2024-09-18 15:08:22.411,2024-09-18 16:39:22.267,12,"Mp","Machine plot",16.6616817453711,4.89830375467874,14.2289245602101,194.561135221594,47.0186773893476,27.4908569979591,84.9386704008197,19.3514762210437,2.96956752118401,0.0437126527943762,0,1.57110160477818,4.99862901619298,1.7927808814139,6.72081342090517,9.29814352118057,4.68028760913183,2.326980965166,0.643898458178627
3,2024-09-18 15:56:24.122,2024-09-18 17:27:24.96,18,"Mp","Machine plot",36.8195613976417,5.10341400982357,14.7847206354308,236.708000464276,57.465902978979,32.2708738659281,72.9836159021631,32.9040491371797,3.64698840281958,0.142137410929047,0.178960411308773,2.02566197044183,4.71079697481465,1.89112742846195,7.2901171713259,6.98266630697689,5.48877600166383,2.32302952950656,0.128593096737486
3,2024-09-18 14:04:18.845,2024-09-18 15:35:18.711,4,"2.9","Medium acid",5.41003969582236,791.007295772806,37.1899587128828,388.962401897376,85.824776066074,42.8861136109403,81.080410433321,19.5981154242585,5.73198614092694,0.455042763952329,0.132423422591088,1.63102454105482,7.53361202899884,0.291381201181403,7.373421457745,5.84554341424262,9.58708879381046,4.49525993265872,0.161708746683848
3,2024-09-18 15:00:21.779,2024-09-18 16:31:21.822,11,"2.9","Medium acid",17.5515569283244,237.365448980962,18.3733562531109,242.026644519046,55.3812402954568,33.639174184322,76.1594286770701,16.3799092406083,3.52212460119221,0.209944861537169,0.0417499356431489,1.17139331919031,5.4300226758619,1.59508401743243,6.83736555021606,6.6573169657461,5.29631827404266,2.52324007538376,0.128616274117409
3,2024-09-18 15:48:24.378,2024-09-18 17:19:24.515,17,"2.9","Medium acid",38.2860601719034,107.638399190745,19.7332284382199,323.668277317332,79.6498172813171,37.7450762041873,115.773616122716,41.3802694280535,4.74273477798311,0.169318741345174,0,1.87838473404077,7.61877856318641,3.12180761515737,11.5181755165164,11.8412058341066,5.99786320673632,2.93287006384819,0.22432712228387
3,2024-09-18 13:48:31.046,2024-09-18 15:19:31.152,2,"0-bp","No acid",70.3210455050718,904.70689946294,37.5559007501347,295.908589298049,62.227945110524,30.8488544732825,184.704885041953,101.506353687304,7.55037795819635,0.464186246200813,0.0706806113477263,4.53511504944166,9.67504779354275,2.24064194436841,11.1668026147659,5.32719717335958,10.2268871874752,5.91830730787319,0.398828100707418
3,2024-09-18 14:20:19.744,2024-09-18 15:51:19.587,6,"0-bp","No acid",0,542.83312570429,31.7536061687894,182.947723903409,43.6146231890984,26.6228591957662,42.9616269633235,0.196951782712141,2.77087734421869,0.353107786988131,0.138191746789734,2.33524221728242,3.47923378538971,1.11024704586052,11.6678019156229,6.62064345298212,9.12514829836491,4.1276505330647,0.14526882956955
3,2024-09-18 15:24:23.74,2024-09-18 16:55:23.164,14,"0-bp","No acid",16.8743049370071,484.18525324778,18.7423353958954,214.612932038434,55.5966350797338,31.1005968456274,78.3011877737758,30.8079012339001,4.62900250093838,0.366938278513082,0.24038423276049,1.73370380425362,5.52729543291872,1.69887947773007,8.54278757150147,9.09182081504367,6.70095301873717,2.19448431515527,0.0503694088552916
5,2024-09-18 17:00:15.019,2024-09-18 18:31:15.173,7,"5.7","High acid",0,708.926107315219,54.5085672856827,1284.88860226665,326.465424282672,153.672682769609,278.475645762448,5.85270345531288,12.0764979141811,0.42101291313231,0.151015818462929,4.77668095380215,9.35855518759513,2.47726100838626,32.2514924332634,23.2950667144045,15.8634807075143,7.63341915685479,0.50921351940471
5,2024-09-18 17:48:17.417,2024-09-18 19:19:17.852,13,"5.7","High acid",35.9298822769691,278.868595881999,22.4705692793397,679.112712934995,160.915109173797,82.6830582280366,228.456940787728,41.0744554586886,8.93594351582191,0.265370968946268,0.0698191353778589,4.12340470749376,6.66958337218145,3.66438757729771,14.9550449129049,30.5491223882062,8.31414772479389,3.14986325401445,1.00919515844039
5,2024-09-18 18:36:20.813,2024-09-18 20:07:20.507,19,"5.7","High acid",63.6815525889044,13.0155826679329,20.1828897718272,702.424522808809,154.181358212184,74.6218985336789,242.432399926689,81.787042300657,6.61582137822251,0.0989475782420495,0.0719824051180398,3.89673151331632,9.1873583739168,3.52386149113377,16.3054396690654,16.5904940842322,8.82182485607505,3.08886305727101,0.422330014713137
5,2024-09-18 16:28:26.789,2024-09-18 17:59:26.754,3,"1.5","Low acid",61.8222601877645,578.218971188231,43.4464710816816,501.026300219317,105.969950550371,55.7518970592775,214.835817515226,127.015113835889,8.65667512421553,0.859910957639687,0.342930567861874,5.97634970950021,21.4449246821189,2.76385314128239,17.9391467056117,10.2467459829364,11.4126632127452,6.37350877455869,0.578738953183277
