"treatment","group","elapsed.time","valve","Methanol","Hydrogen sulfide","4-Methylphenol","Acetic acid","Butanoic acid","Pentanoic acid","Propanoic acid","Acetaldehyde","Formic acid","Methanethiol","Acetone","Trimethylamine","Dimethyl sulfide","Isoprene","Butanone","Butanedione","Phenol","4-ethyl phenol","Methyl indole","SOAV"
"0-bp","No acid",0,2,0,0,12.3121022166667,0,0,0,0,0,0,0,0,0,0.162176912028986,0,0,0,0,0,5.97284061666667,18.4471197453623
"0-bp","No acid",0,6,0,777.104870026667,439.412138816667,3.7027518875502,16.6749450913043,13.9080892616667,0.770477381637427,0,0.000158222869242424,13.8707573777778,0.000168526501349206,3.85459722083333,0.00735288420289852,0,0.0157431358537879,0,0.545883076825397,1.80841127083333,0,1271.67634418119
"0-bp","No acid",0,14,0,2.04266201291667,162.135505716667,6.46879620321285,33.8767066565217,24.1751492566667,1.69985627988304,0,0.000137513536287879,0,0,0,0.27524921942029,0.0058435298125,0.000369738099242424,0,0.0695769534920635,1.40278362583333,0,232.152636706061
"0-bp","No acid",3,2,0,0,146.294971666667,10.6520626819277,58.7828470898551,38.235281,2.86862288953216,0.839485538888888,0.0000959216409090909,0,0,0,0.203762954347826,0,0.0024039081969697,0,0.138752881666667,0.9841430575,0,259.002429590223
"0-bp","No acid",3,6,0,0.121522219583333,127.502954616667,10.4101567783133,59.3641178289855,37.558981675,2.92648555269006,0.128409909555555,0.000203011596363636,0,0.0000203127505555555,0,0.356385647826087,0,0.000154670878787879,0,0.106322282738095,1.1151557,1.7350218,241.325892006584
"0-bp","No acid",3,14,0.000549654047777778,3.25101524708333,77.8163881166667,6.81817296506024,25.9809983507246,22.70222073,2.24423854918129,9.83355305555556,0.000119662415681818,0,0.000233586047698413,0.366055154166667,0.247334882173913,0.00422757978472222,0.00217652332878788,0,0.0598284045238095,0,0,149.327112460761
"0-bp","No acid",5,2,0.000614769465252525,7.9234892725,73.8642616833333,9.47589863694779,39.8412923043478,24.9518255966667,2.9193335648538,6.75082680466667,0.000511880796287879,0,0.000270573119285714,7.5301216875,0.265955513478261,0.0131654111944444,0.0013878788,13.6038029111111,0.123382010277778,0.730703755,0,187.996844254058
"0-bp","No acid",5,6,0,4.0552966275,75.9186749333333,7.06524050321285,33.6887860434783,22.9066763966667,1.89076492450292,0,0.000295825518106061,1.82462787777778,0.0000372780992857143,3.4796313125,0.2597337,0,0,0,0.0883082162301587,0.33019278,0,151.508266418819
"0-bp","No acid",5,14,0.000316391373434343,1.0387891725,51.6211321333333,5.57753718393574,20.9818117826087,15.6206220766667,1.70223581923977,2.95091064466667,0.000294155806060606,0,0.000138958958571429,0,0.393484080434783,0.00919107494444445,0.00147551874090909,2.55665907777778,0.0833484394444444,0.253637745,0,102.791584255431
"0-bp","No acid",8,2,0.000209773392121212,0,44.29642665,5.26467837044177,19.650165184058,16.4561484066667,1.33106584660819,1.29983395333333,0.000114540087424242,0,0.000139917076293651,5.8044758625,0.244535671449275,0.00440045222916667,0.000345659226515151,3.35097309444445,0.0961273975396825,0.373196231666667,0,98.1728370107195
